#OG_name,Actinidia_deliciosa,Actinidia_arguta,Actinidia_zhejiangensis,Coffea_arabica,Arabidopsis_thaliana,Actinidia_chinensis,Actinidia_eriantha,Actinidia_rufa,Actinidia_hemsleyana,Vitis_vinifera,Rhododendron_simsii,Cycas_panzhihuaensis
OG_3248,10,7,4,5,5,2,3,1,2,1,5,1
OG_3259,16,16,7,7,9,6,5,3,4,6,6,3
OG_3263,17,20,7,2,4,2,2,2,2,1,1,1
OG_3264,21,28,6,1,3,3,3,3,3,1,2,1
OG_3266,11,16,7,7,4,7,2,2,7,1,1,1
OG_3273,12,8,6,3,1,2,4,4,2,1,1,1
OG_3274,26,23,15,4,10,6,7,6,6,3,2,3
OG_3275,11,17,4,3,7,3,2,1,2,2,1,1
OG_3277,15,16,9,1,4,4,3,6,4,1,1,1
OG_3278,7,3,2,1,1,1,1,2,1,1,1,1
OG_3280,10,13,6,5,1,3,3,2,1,1,2,1
OG_3281,14,8,4,4,1,4,2,2,2,2,1,1
OG_3282,11,16,7,4,1,1,2,3,3,2,1,3
OG_3283,11,9,4,2,4,2,2,3,2,1,1,2
OG_3284,33,26,12,3,2,7,6,7,6,2,2,2
OG_3285,10,7,5,3,1,3,2,3,2,2,1,3
OG_3294,10,9,3,1,3,2,2,2,2,1,2,1
OG_3296,21,17,10,3,2,4,5,4,4,1,2,1
OG_3298,8,3,2,3,1,1,1,1,1,1,1,1
OG_3300,98,70,42,55,14,22,103,21,19,34,55,8
OG_3304,10,7,7,3,4,2,4,3,2,1,1,1
OG_3309,6,4,6,2,5,1,1,2,2,1,1,1
OG_3310,11,13,4,3,4,4,2,2,2,3,1,1
OG_3311,12,12,2,2,3,1,1,2,1,1,1,1
OG_3314,25,25,13,10,4,7,6,5,7,3,3,3
OG_3316,6,6,2,1,1,1,1,1,1,1,2,1
OG_3320,11,8,3,1,3,2,2,2,2,1,2,1
OG_3322,19,18,7,4,3,4,4,4,4,4,3,3
OG_3323,14,17,9,3,5,3,4,7,3,6,2,1
OG_3325,8,4,2,1,1,1,1,1,1,1,1,1
OG_3331,9,6,3,3,1,1,1,1,2,1,1,1
OG_3332,10,10,6,5,1,4,2,3,3,1,1,1
OG_3333,11,6,6,2,2,3,4,1,1,1,1,1
OG_3334,3,11,3,4,3,3,3,2,2,2,2,3
OG_3335,9,9,4,2,1,6,2,2,2,1,2,1
OG_3336,11,12,4,2,4,2,2,2,2,1,1,2
OG_3337,8,11,5,9,4,2,1,2,2,1,1,1
OG_3340,32,24,11,1,4,5,5,5,6,3,1,3
OG_3341,12,16,6,1,3,2,2,2,3,3,2,2
OG_3343,11,12,5,7,4,3,3,1,2,1,1,1
OG_3346,24,16,7,3,8,4,5,5,4,2,3,1
OG_3349,12,5,4,3,3,2,2,2,2,1,2,1
OG_3350,11,10,3,4,1,4,3,2,2,2,5,1
OG_3356,23,22,14,10,12,6,9,5,4,2,2,1
OG_3360,9,9,5,5,2,3,4,2,2,1,7,1
OG_3362,12,15,7,2,1,2,2,2,3,1,2,1
OG_3368,10,12,8,5,8,3,4,4,1,1,1,1
OG_3370,15,12,6,4,1,4,1,1,3,3,3,6
OG_3374,9,2,4,2,1,3,1,2,2,1,1,1
OG_3377,10,15,4,2,3,2,2,2,2,1,1,1
OG_3378,10,12,5,2,3,3,2,2,3,1,1,5
OG_3379,12,12,4,2,2,2,2,2,2,2,1,1
OG_3380,7,8,2,4,2,2,2,1,1,1,2,1
OG_3381,19,14,7,1,1,4,7,5,7,1,3,1
OG_3382,13,9,5,4,1,3,2,5,3,3,2,2
OG_3383,26,22,12,13,1,4,8,3,5,1,2,1
OG_3384,12,4,2,2,1,2,2,2,1,1,1,1
OG_3385,6,16,2,11,1,1,3,1,1,1,5,1
OG_3387,18,9,6,4,6,3,3,4,3,2,2,1
OG_3398,5,11,3,5,1,1,1,1,1,1,1,1
OG_3399,11,13,4,18,7,2,2,3,2,1,1,1
OG_3400,5,8,2,3,1,1,1,1,1,1,1,1
OG_3407,32,41,14,10,4,8,7,8,7,2,4,3
OG_3411,6,10,3,2,1,1,2,1,2,1,1,1
OG_3413,21,19,14,4,5,4,4,5,4,2,3,2
OG_3415,10,8,4,2,1,2,2,2,2,1,1,2
OG_3418,6,8,4,1,6,5,3,2,2,1,1,1
OG_3425,4,18,7,4,1,1,3,1,2,1,1,1
OG_3427,14,16,6,4,2,3,1,3,3,1,1,3
OG_3428,9,8,4,2,3,2,2,2,2,2,1,1
OG_3430,10,6,4,2,1,2,5,2,3,1,1,1
OG_3432,7,14,3,4,3,1,3,2,2,1,1,1
OG_3433,9,20,4,4,2,3,3,3,2,1,1,1
OG_3435,10,12,7,5,2,3,4,5,4,1,8,3
OG_3436,7,13,4,3,1,1,1,1,1,1,1,1
OG_3438,5,5,2,1,2,1,1,1,1,1,1,1
OG_3440,12,20,6,2,6,2,2,4,3,3,1,2
OG_3441,11,17,13,11,10,2,2,4,6,3,1,2
OG_3449,11,19,4,11,5,2,2,2,2,1,4,1
OG_3450,19,18,8,6,1,5,4,3,4,2,2,5
OG_3454,8,12,2,3,1,2,1,2,1,1,2,2
OG_3455,12,9,8,3,3,2,2,1,3,1,1,6
OG_3456,13,9,4,4,1,2,2,2,1,1,1,2
OG_3459,7,4,2,2,2,2,2,1,2,1,1,1
OG_3460,6,5,2,2,2,1,1,1,1,1,1,2
OG_3464,6,6,4,1,3,1,2,1,1,1,1,1
OG_3466,5,6,2,4,1,1,1,1,1,2,1,1
OG_3467,9,8,4,2,1,4,2,1,3,1,1,1
OG_3472,5,4,3,2,5,1,1,1,1,1,4,1
OG_3475,34,24,12,5,1,7,2,8,6,5,8,1
OG_3477,11,17,4,5,3,3,2,4,2,7,2,1
OG_3479,25,20,8,5,4,5,4,5,4,2,2,2
OG_3481,25,40,14,3,4,3,4,4,4,2,5,2
OG_3482,8,4,3,3,3,1,1,2,2,1,1,1
OG_3484,87,57,47,28,15,16,15,22,28,22,18,18
OG_3486,15,11,6,6,2,5,5,4,4,2,1,1
OG_3488,11,19,7,3,2,2,2,4,4,1,1,1
OG_3490,11,15,4,1,1,3,2,2,1,1,1,1
OG_3491,11,15,4,2,2,2,2,1,2,2,1,1
OG_3492,11,10,5,1,3,2,3,1,2,1,1,1
OG_3497,12,11,11,1,2,2,2,2,5,2,2,1
OG_3501,11,10,5,3,1,2,2,2,3,1,1,1
OG_3508,11,10,4,5,3,2,2,2,2,1,1,1
OG_3510,15,18,8,4,4,6,3,2,4,3,7,6
OG_3511,6,9,2,2,4,2,1,2,1,1,1,1
OG_3513,6,4,2,9,1,2,1,1,1,4,5,3
OG_3514,66,85,32,24,30,17,14,16,13,5,10,4
OG_3516,19,23,7,2,6,3,3,3,3,1,2,1
OG_3518,17,17,10,2,2,3,3,3,3,1,4,2
OG_3519,10,11,7,6,4,3,2,2,2,1,5,1
OG_3521,11,9,3,1,2,2,2,3,2,1,1,1
OG_3530,12,10,5,3,1,2,1,2,2,3,1,1
OG_3536,17,12,5,3,3,5,3,2,3,4,2,1
OG_3541,13,12,4,1,4,2,4,3,3,1,1,2
OG_3545,24,5,8,3,3,4,2,5,3,3,2,4
OG_3546,33,24,15,2,7,7,5,7,7,1,2,7
OG_3547,11,15,4,2,4,2,2,2,2,1,1,3
OG_3550,18,12,6,4,1,4,4,4,3,3,2,1
OG_3553,10,10,3,9,4,2,4,2,2,1,1,1
OG_3557,19,16,8,1,4,2,4,4,4,1,1,2
OG_3559,81,66,35,16,9,13,14,15,17,9,5,6
OG_3561,17,14,6,3,2,3,3,4,3,1,2,2
OG_3563,10,8,4,2,1,1,2,1,4,2,2,1
OG_3564,12,12,4,7,3,2,2,2,2,2,2,2
OG_3566,11,5,4,8,3,3,3,1,2,1,1,2
OG_3569,23,23,8,1,1,4,8,4,3,2,2,1
OG_3570,12,12,4,3,1,2,2,1,2,1,3,1
OG_3571,12,11,8,4,8,3,2,2,3,2,2,2
OG_3573,41,41,15,6,8,6,8,6,6,4,5,9
OG_3576,12,7,3,2,3,3,3,2,2,1,2,1
OG_3577,19,11,8,2,2,4,5,4,4,2,1,3
OG_3578,11,4,8,3,5,7,2,1,2,2,1,1
OG_3582,23,28,7,4,4,5,3,4,4,1,2,1
OG_3583,12,9,6,2,1,3,2,2,2,2,1,2
OG_3587,6,9,2,2,2,1,1,1,1,1,1,2
OG_3589,8,9,5,1,3,2,3,2,3,1,1,2
OG_3590,29,42,12,11,7,7,7,10,6,3,1,3
OG_3591,19,17,6,39,5,5,5,3,3,2,2,2
OG_3593,10,6,5,2,1,3,1,2,4,1,1,2
OG_3594,10,19,10,6,2,3,3,2,3,1,1,1
OG_3598,12,5,6,2,1,2,3,2,2,1,1,1
OG_3599,16,21,10,3,2,4,4,2,2,1,1,1
OG_3602,10,8,4,2,1,2,4,3,3,1,2,1
OG_3606,11,14,6,2,2,3,2,2,2,1,1,1
OG_3609,22,19,8,3,2,7,4,7,4,1,2,1
OG_3610,6,5,2,4,1,1,1,2,1,1,1,1
OG_3611,18,13,7,2,6,4,9,4,2,1,1,1
OG_3612,15,11,5,6,2,3,3,2,3,25,5,2
OG_3613,36,29,14,4,1,7,7,7,8,2,2,2
OG_3614,20,6,6,5,3,5,6,4,4,1,1,1
OG_3616,25,11,32,6,2,4,8,5,6,1,1,1
OG_3617,8,12,4,3,3,2,2,3,2,1,1,1
OG_3618,10,4,7,3,1,3,2,2,2,1,1,2
OG_3621,11,4,2,2,1,2,4,1,1,1,1,1
OG_3622,22,16,9,11,13,4,4,6,3,3,4,4
OG_3626,11,10,4,2,3,2,2,2,2,1,1,1
OG_3633,37,44,22,3,5,6,6,9,6,2,3,3
OG_3637,12,9,6,2,1,3,2,1,2,1,1,1
OG_3639,22,24,8,1,2,4,4,3,4,2,2,1
OG_3640,17,17,6,6,3,3,3,3,3,1,1,1
OG_3643,11,6,4,4,2,3,3,2,3,1,1,1
OG_3646,12,11,4,9,1,4,3,1,2,1,1,1
OG_3652,23,18,7,5,2,2,4,3,4,1,2,1
OG_3653,13,10,3,1,3,2,1,4,2,1,2,1
OG_3656,12,10,5,2,3,4,2,1,1,1,1,1
OG_3657,12,10,6,2,1,3,3,2,3,1,1,1
OG_3658,5,3,2,5,2,1,1,1,1,2,6,1
OG_3660,27,23,23,12,1,10,10,7,6,4,8,4
OG_3661,6,7,3,2,2,1,2,2,1,1,1,2
OG_3668,34,42,13,30,7,9,9,6,6,18,12,3
OG_3670,22,19,13,2,6,4,4,4,4,1,3,3
OG_3671,9,8,8,2,2,4,4,2,2,1,1,1
OG_3677,12,13,5,4,6,2,5,2,2,1,2,1
OG_3679,5,7,2,3,6,2,2,1,1,1,1,1
OG_3680,25,14,10,4,1,4,4,7,4,2,3,1
OG_3681,11,10,6,2,2,2,2,3,2,2,2,1
OG_3683,10,26,4,4,6,2,1,2,2,1,3,1
OG_3687,11,8,4,4,1,2,2,1,2,1,8,1
OG_3689,6,4,4,1,1,3,2,2,3,1,1,1
OG_3690,9,12,7,2,2,2,2,2,5,1,1,1
OG_3692,21,26,11,9,3,5,7,4,4,2,1,5
OG_3698,12,5,4,2,6,2,1,2,1,1,2,1
OG_3699,10,12,4,1,1,2,2,2,1,1,1,1
OG_3701,12,12,4,2,4,2,3,2,2,1,1,1
OG_3703,8,8,3,2,2,2,1,1,1,1,1,4
OG_3704,9,10,4,2,1,2,1,1,2,1,1,2
OG_3705,178,85,83,44,11,23,35,34,20,16,22,37
OG_3708,12,27,5,4,5,3,2,3,2,2,3,4
OG_3710,10,12,6,6,8,2,2,1,4,1,1,1
OG_3711,7,12,4,3,2,3,2,2,1,1,2,1
OG_3714,10,19,4,4,3,2,3,3,2,1,1,1
OG_3715,26,28,7,2,6,5,5,3,4,2,2,1
OG_3717,28,18,6,1,3,5,4,3,2,2,2,1
OG_3718,38,36,29,5,3,7,11,14,9,2,7,4
OG_3721,9,16,5,4,2,3,2,2,3,1,1,1
OG_3722,15,6,5,2,1,5,5,3,1,1,1,1
OG_3723,3,6,2,2,2,1,1,1,1,1,1,1
OG_3724,11,32,5,2,3,5,6,2,2,1,1,1
OG_3731,30,17,11,2,1,5,5,3,3,1,2,3
OG_3732,22,60,9,2,1,5,5,4,4,1,2,1
OG_3733,18,14,6,2,10,3,3,3,3,2,4,18
OG_3734,23,16,7,2,1,4,4,3,4,4,3,4
OG_3735,10,9,4,2,3,2,3,2,2,1,1,10
OG_3736,11,20,3,2,3,2,5,2,4,3,1,1
OG_3737,12,7,4,2,1,2,2,2,2,1,1,1
OG_3738,21,10,3,2,4,2,5,2,3,1,1,3
OG_3740,10,7,3,2,1,2,1,2,2,1,1,2
OG_3743,11,8,5,4,1,2,2,2,4,2,1,1
OG_3744,12,17,7,1,3,4,2,4,4,1,2,1
OG_3748,20,15,9,3,4,4,5,4,8,2,2,2
OG_3749,12,4,3,6,5,2,2,2,2,1,1,2
OG_3752,19,20,11,3,8,5,4,5,8,1,2,1
OG_3753,6,8,2,2,7,1,1,1,2,1,2,1
OG_3754,6,4,2,2,2,2,1,1,1,2,1,1
OG_3756,8,9,4,5,1,2,2,4,2,2,2,2
OG_3762,11,8,4,2,1,2,2,2,2,1,2,1
OG_3765,20,34,21,4,2,6,8,5,7,1,1,1
OG_3767,17,16,5,6,2,3,3,3,3,1,2,1
OG_3768,17,13,7,2,3,3,2,3,3,2,1,1
OG_3770,14,8,7,4,3,4,3,3,3,1,2,1
OG_3772,5,5,2,4,1,1,1,1,1,3,1,1
OG_3773,27,14,7,5,5,6,4,5,4,4,2,2
OG_3774,13,8,4,2,1,3,4,3,2,1,1,1
OG_3775,6,4,2,4,3,1,1,1,1,1,2,1
OG_3777,21,29,12,2,2,9,6,4,5,1,1,2
OG_3778,16,16,8,3,3,4,2,3,4,1,1,3
OG_3780,17,13,12,2,3,3,4,4,6,1,2,1
OG_3783,9,13,4,1,4,1,3,2,2,2,1,1
OG_3787,13,4,5,1,1,2,1,5,3,2,1,1
OG_3788,12,20,6,3,7,2,2,2,2,1,1,1
OG_3789,10,6,5,15,6,4,3,1,2,1,1,1
OG_3790,26,48,10,26,15,5,5,5,7,3,3,16
OG_3791,19,24,7,4,1,4,5,4,3,3,2,1
OG_3793,20,24,14,1,2,8,3,4,5,1,5,1
OG_3795,14,16,11,2,4,3,3,4,3,2,3,1
OG_3798,26,36,16,4,3,5,6,3,7,1,1,1
OG_3805,13,4,4,2,1,2,2,3,3,1,1,1
OG_3808,27,22,8,6,9,7,7,3,4,2,2,3
OG_3809,21,46,12,2,5,4,6,3,3,1,2,3
OG_3810,64,53,38,17,10,17,12,23,17,8,20,4
OG_3811,11,13,11,3,1,2,2,5,2,1,1,2
OG_3815,74,60,31,17,17,13,14,13,21,11,10,4
OG_3816,17,11,7,2,3,3,4,3,3,3,2,2
OG_3819,10,7,4,2,1,2,2,2,2,2,2,1
OG_3821,7,18,6,1,1,2,1,3,1,2,1,2
OG_3824,15,8,4,1,1,2,2,2,3,1,1,2
OG_3825,12,2,7,1,1,2,3,2,2,1,1,1
OG_3827,11,11,12,1,2,5,2,3,2,1,2,1
OG_3828,48,29,19,9,12,12,11,8,8,7,7,7
OG_3829,23,24,7,4,1,5,4,4,3,1,1,3
OG_3830,9,19,3,17,2,2,2,2,2,1,2,1
OG_3831,17,27,9,8,1,4,4,5,5,1,1,1
OG_3836,18,17,6,2,3,3,1,3,3,1,1,1
OG_3837,20,42,11,12,5,6,10,6,4,2,1,2
OG_3838,19,21,4,8,4,5,5,2,2,1,2,2
OG_3839,18,9,5,2,1,3,3,3,2,1,2,11
OG_3842,11,4,4,4,4,2,2,2,2,7,1,5
OG_3843,11,5,4,3,1,2,3,1,2,1,1,1
OG_3848,12,9,4,4,2,4,3,3,3,1,1,2
OG_3850,11,7,4,2,2,2,2,1,2,1,1,1
OG_3851,16,26,7,5,1,5,4,4,4,1,1,3
OG_3852,10,8,5,2,3,2,2,2,2,3,2,2
OG_3857,13,7,5,1,2,3,1,2,3,1,1,3
OG_3860,21,21,8,5,6,4,4,4,4,2,3,5
OG_3862,26,18,8,2,2,5,5,2,6,2,1,1
OG_3864,10,9,7,2,1,3,4,3,3,1,1,1
OG_3866,12,11,4,2,5,2,2,3,1,1,1,1
OG_3867,11,14,4,2,1,3,2,3,2,2,1,1
OG_3873,17,15,2,7,4,5,2,2,2,1,1,1
OG_3875,13,16,5,2,1,3,3,4,1,1,1,1
OG_3883,11,10,4,12,6,2,2,2,2,2,1,1
OG_3887,47,43,18,7,5,10,11,9,10,4,6,2
OG_3889,13,12,10,5,1,2,3,2,2,1,2,1
OG_3890,10,26,4,2,1,2,2,3,2,1,1,1
OG_3895,7,8,3,4,2,2,1,2,2,1,3,1
OG_3896,32,27,11,11,7,6,7,5,6,2,3,3
OG_3897,14,4,2,1,1,4,2,4,1,3,1,2
OG_3899,9,9,5,3,1,1,3,1,2,1,1,1
OG_3902,12,10,4,1,3,2,2,2,2,1,1,1
OG_3904,24,19,9,3,10,4,5,2,4,2,3,1
OG_3907,24,17,13,3,4,5,5,3,4,2,1,2
OG_3911,12,20,4,2,3,2,2,2,2,1,1,2
OG_3913,10,4,4,2,3,2,2,3,2,3,4,3
OG_3914,11,7,3,2,1,2,1,2,3,1,3,1
OG_3920,17,15,7,3,1,3,3,2,3,1,2,1
OG_3921,6,8,7,1,1,1,1,1,3,1,1,2
OG_3922,22,14,9,2,2,6,4,3,3,1,1,1
OG_3923,24,28,13,8,4,7,7,5,5,2,2,8
OG_3925,28,25,10,4,5,5,5,7,5,8,2,1
OG_3926,27,22,10,5,4,5,5,5,5,3,3,2
OG_3928,22,26,9,2,1,4,5,5,4,1,1,1
OG_3930,7,11,4,8,9,3,1,1,2,2,3,1
OG_3933,12,9,4,2,1,2,4,2,2,1,2,1
OG_3939,18,17,11,5,12,3,3,4,3,2,1,3
OG_3945,11,4,4,3,2,2,1,1,1,1,1,1
OG_3950,10,7,4,1,1,2,2,1,2,1,1,3
OG_3952,8,16,5,3,2,2,3,2,2,1,1,1
OG_3953,22,6,5,2,2,5,3,3,2,1,1,1
OG_3963,24,23,8,4,3,6,6,5,4,2,2,4
OG_3964,13,13,7,3,1,2,3,4,2,1,2,1
OG_3966,12,10,3,4,1,2,2,1,1,1,2,1
OG_3974,16,8,9,2,3,3,4,4,4,1,4,1
OG_3976,12,10,5,4,5,3,1,4,4,1,1,1
OG_3983,7,13,2,4,1,1,1,1,1,1,1,1
OG_3984,12,4,4,9,2,2,4,2,1,1,1,1
OG_3987,19,10,6,5,3,3,3,2,3,1,1,1
OG_3988,85,46,20,15,26,17,18,11,19,12,9,6
OG_3990,11,5,2,3,1,3,1,2,1,1,1,1
OG_3991,6,6,4,4,1,1,1,1,1,1,1,1
OG_3992,74,36,31,43,35,9,17,11,12,7,27,6
OG_3997,11,7,12,4,3,2,2,2,2,1,1,3
OG_4000,9,8,2,2,2,2,1,1,1,1,1,1
OG_4002,11,9,6,3,16,3,2,2,4,2,3,1
OG_4005,10,6,3,1,4,1,2,1,1,3,1,1
OG_4009,6,8,2,6,6,1,1,1,1,1,1,1
OG_4013,31,29,27,4,3,6,6,6,9,2,3,2
OG_4014,39,23,25,1,3,14,15,14,17,1,2,2
OG_4015,25,20,13,4,2,7,10,8,6,1,3,2
OG_4018,6,4,3,2,1,1,2,1,2,1,1,2
OG_4021,7,12,6,3,2,3,3,3,2,3,1,1
OG_4022,5,7,2,3,3,1,1,1,1,3,1,2
OG_4023,6,6,2,3,3,1,1,1,1,1,2,1
OG_4030,24,10,10,7,12,5,4,3,4,2,2,2
OG_4033,9,9,4,2,1,2,3,2,2,1,1,1
OG_4036,14,12,6,2,9,4,3,2,4,1,1,1
OG_4042,11,13,7,2,3,3,3,2,3,2,5,2
OG_4043,21,25,12,1,6,5,7,3,5,1,1,2
OG_4048,12,11,4,5,1,2,3,1,2,1,1,1
OG_4051,11,17,9,5,1,2,2,2,2,2,1,1
OG_4053,9,8,3,3,1,3,2,2,2,1,1,2
OG_4057,7,15,12,3,1,6,1,5,6,2,1,1
OG_4059,12,5,3,3,1,2,1,2,2,3,1,1
OG_4061,10,5,6,2,1,2,2,3,3,1,2,2
OG_4062,23,19,9,2,1,4,1,4,3,1,1,1
OG_4063,26,22,16,20,2,5,4,7,11,8,5,3
OG_4064,43,40,16,2,5,10,5,16,11,1,2,1
OG_4068,39,36,20,10,16,9,8,12,9,4,4,3
OG_4069,20,12,6,4,1,4,1,4,3,1,1,1
OG_4071,43,28,23,11,4,12,7,10,11,5,12,3
OG_4072,12,10,4,2,1,3,3,2,2,1,1,1
OG_4073,12,6,3,3,2,2,2,2,1,1,1,1
OG_4074,6,7,2,4,4,1,1,2,1,1,2,1
OG_4076,7,11,2,4,1,1,1,1,1,1,4,1
OG_4083,12,9,4,16,1,2,2,2,2,1,3,1
OG_4084,12,8,7,3,4,2,2,2,2,1,1,1
OG_4092,22,37,8,4,2,5,4,5,7,1,1,2
OG_4098,35,35,19,13,6,9,6,5,5,3,2,4
OG_4102,6,6,2,1,1,1,1,1,1,2,1,1
OG_4108,4,4,2,3,2,1,1,1,1,3,1,2
OG_4109,45,35,18,15,11,10,10,9,9,12,5,11
OG_4111,55,39,33,36,32,10,15,18,9,56,31,16
OG_4114,15,12,5,2,3,5,6,4,3,3,1,2
OG_4118,35,25,12,2,3,6,3,7,6,2,2,2
OG_4120,11,4,3,2,1,1,1,3,2,2,2,1
OG_4123,11,7,2,2,2,2,1,1,2,2,1,1
OG_4127,18,17,7,2,2,3,4,6,3,1,2,3
OG_4131,32,43,11,3,2,5,5,6,5,2,4,2
OG_4132,10,8,4,2,3,4,2,3,2,1,2,2
OG_4135,6,14,7,3,1,2,3,3,5,1,1,3
OG_4137,12,13,10,2,2,3,3,2,3,1,1,1
OG_4138,24,24,8,5,6,4,4,4,4,2,2,2
OG_4142,20,20,10,3,8,5,5,3,5,5,3,6
OG_4143,47,74,10,6,7,27,9,6,37,9,17,13
OG_4144,8,13,7,4,5,2,3,4,3,1,1,1
OG_4145,4,7,5,1,1,1,2,2,1,1,1,5
OG_4147,9,18,14,8,4,6,6,1,1,3,1,4
OG_4148,30,33,13,5,16,6,5,5,6,3,2,2
OG_4150,27,29,16,23,25,6,6,6,8,10,19,17
OG_4152,22,31,10,4,2,7,5,5,6,2,2,3
OG_4155,11,4,4,2,6,2,1,1,1,1,1,1
OG_4157,11,17,8,1,1,2,2,1,2,2,1,2
OG_4160,12,9,4,3,5,2,2,2,2,1,1,3
OG_4167,40,33,18,4,8,10,5,8,10,1,2,1
OG_4175,17,20,7,3,9,6,3,5,3,5,4,3
OG_4176,12,12,4,3,4,1,2,2,2,2,1,1
OG_4183,17,25,11,3,6,4,2,5,4,3,2,3
OG_4184,9,10,5,3,3,2,2,2,3,3,1,2
OG_4186,5,5,2,5,8,1,1,1,1,1,1,2
OG_4188,17,10,10,3,3,4,2,6,5,3,1,3
OG_4189,11,8,4,9,2,3,2,3,2,1,1,1
OG_4192,7,8,3,1,1,2,2,2,2,1,1,1
OG_4196,12,7,3,2,1,4,2,2,1,1,1,1
OG_4198,12,9,4,2,1,1,1,2,3,1,1,1
OG_4206,6,4,2,2,1,1,1,1,1,1,1,1
OG_4210,22,19,9,1,6,5,4,6,4,3,1,4
OG_4211,17,9,1,4,3,7,5,3,1,1,1,2
OG_4212,12,13,4,2,2,3,3,5,2,1,1,1
OG_4213,5,3,2,4,6,2,1,1,1,1,1,1
OG_4221,27,14,8,8,4,4,6,4,5,3,4,2
OG_4227,15,14,4,3,6,5,1,2,2,1,2,1
OG_4230,7,6,2,3,1,1,1,1,1,1,1,1
OG_4233,6,4,2,8,1,1,1,1,2,1,1,1
OG_4235,12,11,2,3,1,2,2,2,1,1,1,2
OG_4239,9,11,4,4,1,3,2,2,3,1,1,1
OG_4240,10,14,4,2,1,4,3,2,3,1,1,1
OG_4244,10,20,5,1,1,3,3,4,2,1,1,4
OG_4246,12,8,4,2,1,2,4,2,3,2,1,1
OG_4247,11,17,4,3,7,3,4,3,2,1,1,5
OG_4249,30,19,10,4,3,5,5,5,5,2,4,2
OG_4253,19,13,7,12,2,5,3,7,7,1,1,3
OG_4254,6,5,3,3,5,1,1,2,2,3,1,1
OG_4257,5,14,2,10,6,2,1,1,1,1,1,1
OG_4264,16,4,5,6,9,3,3,2,2,5,3,1
OG_4265,8,7,7,2,3,1,2,1,2,2,1,1
OG_4271,17,17,7,12,5,3,3,1,3,2,1,1
OG_4272,15,19,7,3,3,5,3,2,4,2,1,1
OG_4273,26,27,11,1,5,5,5,6,6,2,2,7
OG_4274,14,12,8,2,5,2,2,6,2,2,1,2
OG_4275,7,17,5,2,1,2,2,3,3,3,1,1
OG_4280,48,11,29,1,3,26,25,11,8,1,2,2
OG_4281,11,17,3,4,1,2,4,1,2,2,1,1
OG_4282,19,11,11,1,2,4,8,4,3,1,1,2
OG_4284,19,10,8,2,1,4,3,3,2,2,1,2
OG_4289,29,21,12,7,5,6,5,5,5,2,2,2
OG_4293,9,8,3,1,1,4,2,1,1,1,1,1
OG_4296,23,15,12,6,5,5,5,7,4,2,2,2
OG_4299,20,14,7,1,1,4,6,7,3,1,1,1
OG_4302,12,12,5,1,1,2,2,3,3,1,1,1
OG_4305,6,5,2,2,3,1,1,2,1,1,1,1
OG_4306,77,61,36,50,25,12,14,13,14,13,15,8
OG_4307,6,18,3,2,1,2,2,2,1,1,1,1
OG_4309,40,37,20,12,14,7,8,8,8,7,8,7
OG_4310,24,26,12,4,11,4,5,4,5,1,2,3
OG_4311,13,13,6,5,4,3,5,3,3,2,3,1
OG_4315,11,6,3,5,1,2,1,2,2,1,1,3
OG_4316,12,10,4,3,2,2,2,2,3,1,1,1
OG_4318,13,32,2,4,1,1,2,2,1,1,1,2
OG_4321,12,10,4,2,3,2,5,2,2,1,1,3
OG_4323,30,21,7,1,1,7,6,4,7,1,3,1
OG_4324,7,6,2,5,1,1,1,1,1,2,2,1
OG_4325,48,49,17,7,7,8,8,9,8,3,4,6
OG_4326,12,13,6,1,1,3,2,3,3,1,2,1
OG_4330,12,9,4,4,1,2,2,5,2,1,1,1
OG_4335,10,8,4,6,3,2,2,1,2,1,1,2
OG_4337,23,40,34,16,19,12,3,11,18,10,5,8
OG_4345,6,11,2,4,3,3,1,1,1,2,2,1
OG_4346,6,5,2,20,10,2,1,1,1,5,1,1
OG_4352,37,39,13,4,6,3,6,6,8,2,3,2
OG_4353,12,12,3,4,4,2,2,2,3,1,3,2
OG_4354,62,35,27,5,4,22,21,13,4,1,3,1
OG_4355,11,10,8,3,2,2,2,2,3,1,1,2
OG_4356,6,4,3,10,5,1,1,1,1,1,1,1
OG_4358,12,11,4,1,3,1,2,3,2,3,2,1
OG_4360,10,5,2,2,1,1,2,1,1,1,2,2
OG_4362,24,27,8,3,5,5,5,5,8,2,3,1
OG_4367,27,13,7,17,4,3,5,3,4,2,1,1
OG_4368,28,43,10,5,3,7,5,5,6,3,3,2
OG_4369,6,8,3,2,1,1,3,1,1,1,1,1
OG_4370,36,29,13,4,6,6,6,6,6,1,2,1
OG_4371,7,6,2,3,1,1,2,1,1,1,2,1
OG_4375,16,28,12,10,2,3,3,3,7,2,3,1
OG_4376,11,23,4,2,1,4,2,2,2,1,2,3
OG_4380,11,6,7,5,1,3,1,1,2,2,1,1
OG_4385,11,12,5,2,1,2,3,3,2,1,1,2
OG_4387,16,6,14,3,9,4,6,6,3,8,4,1
OG_4391,23,18,12,5,5,6,7,9,8,3,2,1
OG_4392,17,10,6,3,1,2,2,2,6,1,1,3
OG_4393,27,19,7,5,2,7,7,7,5,1,1,1
OG_4395,13,17,7,2,1,3,4,5,3,1,2,2
OG_4397,9,6,2,2,1,2,1,1,1,1,1,1
OG_4399,10,4,3,2,1,1,2,3,2,2,1,1
