#OG_name,Actinidia_deliciosa,Actinidia_arguta,Actinidia_zhejiangensis,Coffea_arabica,Arabidopsis_thaliana,Actinidia_chinensis,Actinidia_eriantha,Actinidia_rufa,Actinidia_hemsleyana,Vitis_vinifera,Rhododendron_simsii,Cycas_panzhihuaensis
OG_1,12,13,4,8,1,1,1,1,1,1,2,1
OG_2,9,5,7,3,1,6,4,1,2,3,1,2
OG_7,20,15,17,3,1,5,7,3,6,2,3,1
OG_11,13,12,4,1,4,3,4,3,2,2,2,1
OG_14,12,9,4,2,2,3,2,3,2,1,1,1
OG_15,5,5,2,3,6,2,1,1,2,1,3,1
OG_16,20,20,9,2,2,3,1,4,4,1,2,1
OG_17,5,4,2,8,4,1,1,1,1,1,1,1
OG_18,5,4,2,2,1,1,1,1,2,1,1,1
OG_20,28,38,19,2,3,6,8,8,5,5,3,5
OG_22,25,13,7,3,3,5,5,4,3,2,2,2
OG_24,8,5,4,2,2,1,2,2,1,4,1,1
OG_25,6,4,2,2,3,1,1,1,1,1,3,2
OG_29,29,25,7,5,14,5,4,5,6,2,4,1
OG_36,10,8,4,5,12,2,2,2,2,5,1,2
OG_39,23,18,8,8,4,6,2,3,2,2,2,1
OG_40,10,13,4,2,1,2,2,2,2,1,1,1
OG_41,12,15,4,2,2,2,2,3,2,3,1,1
OG_42,8,17,5,4,5,2,3,1,2,1,1,2
OG_43,15,8,5,5,1,2,2,1,2,1,1,1
OG_47,10,13,15,9,3,2,3,2,7,1,1,1
OG_49,5,7,2,5,1,1,1,1,1,1,1,1
OG_50,27,25,13,4,1,9,5,5,9,1,2,2
OG_51,13,13,17,1,3,3,3,1,6,1,1,1
OG_53,17,4,5,2,2,5,2,2,4,1,1,1
OG_55,21,12,8,1,2,4,4,4,4,1,1,5
OG_57,25,24,17,8,3,7,1,3,6,3,2,1
OG_60,14,11,5,5,3,4,2,5,4,1,1,1
OG_61,14,14,2,4,1,3,5,2,1,1,1,2
OG_64,11,7,5,4,3,8,5,4,3,1,1,1
OG_66,10,8,3,4,1,2,4,2,2,2,1,2
OG_70,10,16,4,2,2,3,1,1,2,1,2,2
OG_72,10,4,4,2,2,1,1,2,2,1,1,1
OG_73,16,13,8,3,3,2,2,2,2,1,2,1
OG_74,17,18,6,2,3,2,3,4,3,1,1,1
OG_75,17,18,6,3,2,3,3,4,3,4,1,1
OG_76,16,14,6,4,4,3,3,4,3,1,1,1
OG_78,30,22,18,4,4,4,4,6,4,1,1,1
OG_82,6,10,2,3,1,1,1,1,1,4,4,1
OG_83,22,9,5,3,1,3,3,3,1,1,1,2
OG_85,24,36,9,6,2,5,4,5,5,1,1,5
OG_86,6,3,2,4,2,1,1,1,1,1,1,2
OG_88,11,16,4,3,2,3,2,1,2,1,1,1
OG_90,10,17,2,1,4,2,7,2,2,1,1,1
OG_92,11,11,6,5,3,3,2,2,2,1,1,1
OG_101,17,17,8,3,3,3,4,2,4,1,2,1
OG_102,12,19,6,4,9,2,2,2,2,1,1,1
OG_112,22,27,7,6,1,4,4,3,4,1,2,1
OG_115,10,13,6,2,4,3,2,3,3,1,1,1
OG_121,6,4,2,2,1,1,1,1,1,1,3,1
OG_125,22,19,8,6,1,6,5,4,6,2,3,9
OG_128,18,13,6,4,3,3,3,4,3,3,1,7
OG_130,24,23,14,4,5,6,6,4,4,2,7,2
OG_131,9,17,4,6,4,3,3,2,2,4,3,1
OG_132,8,11,4,3,1,1,3,1,3,1,1,1
OG_133,12,10,7,1,1,2,5,3,3,2,3,1
OG_136,11,7,5,1,1,2,2,2,3,1,1,1
OG_137,11,10,11,5,4,4,3,2,3,1,1,1
OG_138,34,37,19,12,4,6,6,10,7,2,3,2
OG_140,16,17,6,2,1,5,2,3,7,1,1,2
OG_142,14,19,8,2,2,4,5,2,4,2,2,6
OG_147,12,16,5,3,10,4,2,4,3,2,1,1
OG_150,6,8,3,1,5,6,2,1,1,1,3,2
OG_152,12,8,6,2,1,2,2,2,2,1,2,1
OG_156,10,8,4,2,1,1,2,1,2,1,1,2
OG_157,12,8,4,3,3,2,3,1,2,1,1,3
OG_161,9,10,3,2,8,2,2,2,2,1,1,1
OG_162,29,20,9,5,4,7,4,5,4,3,2,4
OG_165,17,15,5,2,3,4,3,2,3,1,2,1
OG_166,15,11,7,28,3,4,5,2,3,1,2,2
OG_172,17,16,9,3,1,4,3,1,3,6,1,4
OG_173,11,10,4,1,3,2,2,2,2,1,1,1
OG_174,21,15,8,4,3,6,6,4,6,2,2,11
OG_175,14,23,11,5,2,3,3,3,4,1,1,1
OG_179,24,17,10,4,4,6,5,4,5,2,3,6
OG_182,11,4,3,2,1,3,1,2,2,1,1,1
OG_186,17,19,13,5,2,3,3,3,3,1,2,1
OG_188,24,20,16,3,4,4,4,4,4,1,2,1
OG_190,10,8,4,4,1,2,1,2,2,1,1,1
OG_192,25,19,13,3,4,6,4,2,7,2,2,2
OG_193,10,10,4,4,1,2,2,3,1,1,1,1
OG_195,11,10,9,8,10,4,4,2,3,1,1,1
OG_198,24,21,10,6,3,6,2,2,5,3,3,3
OG_199,24,18,8,5,3,5,3,4,4,2,2,1
OG_201,22,28,9,8,1,5,6,6,4,2,3,2
OG_202,14,9,6,2,1,3,3,3,3,2,1,2
OG_204,29,33,13,15,3,9,9,6,6,2,2,2
OG_208,17,18,6,6,2,2,3,4,4,1,2,1
OG_209,21,21,9,3,6,4,4,3,4,1,1,1
OG_210,8,13,6,1,2,3,2,2,5,1,1,4
OG_213,9,5,3,2,2,3,1,3,2,1,3,1
OG_215,21,12,13,3,4,3,5,4,4,1,3,4
OG_216,7,5,2,4,2,3,1,1,1,1,1,1
OG_221,5,5,3,7,8,1,1,1,1,1,1,2
OG_227,12,13,4,2,2,3,2,2,4,2,2,3
OG_228,10,8,6,4,3,4,4,1,5,1,1,1
OG_230,41,22,19,19,2,6,5,7,6,4,2,2
OG_231,12,10,4,1,2,2,2,2,1,1,1,4
OG_232,14,16,5,7,5,10,10,4,2,4,1,1
OG_234,11,12,4,1,5,2,2,1,2,1,1,1
OG_235,13,20,8,4,8,4,3,5,3,4,2,1
OG_236,4,25,11,4,1,4,4,2,5,1,1,1
OG_241,29,11,9,2,4,6,4,5,3,1,1,1
OG_242,18,26,16,2,4,4,7,6,6,1,1,1
OG_243,7,13,4,4,2,1,5,1,1,1,2,2
OG_245,12,11,6,2,7,3,2,4,3,1,5,2
OG_246,55,26,17,12,9,13,7,19,9,2,1,4
OG_248,11,16,4,6,8,2,2,4,2,1,1,1
OG_251,12,12,4,3,7,2,2,2,2,1,2,1
OG_252,22,31,8,4,3,6,5,4,4,18,1,2
OG_253,11,10,5,9,4,3,4,1,2,2,2,2
OG_259,15,13,6,4,5,3,3,3,3,2,3,2
OG_260,18,10,4,2,2,4,4,4,2,1,1,1
OG_261,5,7,3,7,11,1,2,1,1,1,1,1
OG_262,56,48,20,5,12,11,9,14,11,5,8,1
OG_263,11,7,6,2,2,3,2,2,4,1,1,1
OG_264,18,15,11,4,1,3,5,3,4,1,3,1
OG_267,24,10,10,2,2,5,3,3,5,2,2,1
OG_269,29,16,9,3,8,7,9,4,5,3,6,1
OG_275,36,40,16,14,8,8,6,9,7,5,4,2
OG_276,11,16,4,3,1,4,6,2,3,1,1,1
OG_279,18,16,6,3,4,4,3,1,3,2,2,2
OG_280,10,10,5,4,3,4,5,1,3,1,1,1
OG_282,6,5,2,1,2,1,1,1,1,1,1,2
OG_284,67,35,31,15,9,14,12,15,17,13,16,11
OG_285,25,21,7,4,1,5,6,4,2,1,1,3
OG_287,13,15,5,2,3,2,2,4,2,2,3,1
OG_290,31,25,11,4,5,5,6,4,6,2,3,2
OG_294,12,8,4,2,1,2,1,3,2,1,1,1
OG_297,8,7,3,1,1,1,1,1,1,1,1,1
OG_300,11,9,5,1,1,3,2,2,2,1,1,2
OG_302,6,19,2,3,4,1,1,2,1,2,1,1
OG_303,10,10,3,2,3,2,2,2,2,1,2,1
OG_304,12,10,10,4,2,2,3,4,3,1,2,1
OG_305,44,27,15,4,11,7,8,6,7,3,3,2
OG_310,16,14,8,8,3,4,4,3,4,2,2,2
OG_313,17,14,6,5,4,3,3,5,3,2,2,4
OG_314,36,14,23,7,5,11,15,10,10,9,1,4
OG_318,16,13,6,4,7,3,3,3,3,1,2,1
OG_323,10,10,5,2,1,4,2,2,3,2,1,1
OG_324,10,9,3,5,4,4,4,1,1,1,3,2
OG_327,21,29,9,4,5,3,3,4,3,4,2,1
OG_329,16,13,4,3,3,6,6,3,4,1,1,1
OG_330,14,11,5,1,3,3,2,3,3,1,2,5
OG_332,26,40,9,9,9,5,4,6,5,2,2,4
OG_336,8,5,1,6,1,1,1,1,1,1,1,1
OG_337,15,6,2,1,1,2,1,1,2,3,1,1
OG_339,12,14,5,1,1,2,2,5,2,1,1,1
OG_341,17,12,6,3,2,3,2,3,3,2,2,4
OG_346,11,12,3,2,3,1,3,2,3,1,1,1
OG_347,16,15,7,5,2,3,4,3,4,1,2,1
OG_348,30,25,28,2,3,5,5,6,9,2,2,1
OG_349,21,27,18,9,8,7,6,5,6,1,3,1
OG_351,12,10,4,2,5,3,5,3,2,1,1,1
OG_352,48,33,16,7,6,8,4,9,8,5,7,9
OG_355,13,12,8,4,2,3,3,3,2,2,1,1
OG_357,20,14,7,4,8,2,2,2,2,1,2,2
OG_358,41,28,30,4,5,12,2,10,7,4,8,5
OG_359,11,16,4,6,3,2,2,2,2,4,2,1
OG_362,23,24,8,2,2,4,4,7,4,2,7,7
OG_364,6,9,12,2,4,1,1,1,4,1,1,1
OG_365,8,8,2,2,5,1,1,5,1,1,2,1
OG_366,284,190,259,481,38,375,367,309,203,1655,218,2
OG_368,26,11,9,4,3,5,2,5,3,3,2,1
OG_371,10,15,4,9,2,2,2,3,3,4,1,1
OG_372,17,14,9,9,1,3,3,3,3,2,2,1
OG_374,28,23,15,19,6,9,9,7,7,2,2,1
OG_375,11,20,6,13,2,2,2,2,2,3,1,4
OG_376,15,9,6,4,8,2,4,1,2,1,1,1
OG_378,14,15,19,10,5,3,3,3,5,2,3,2
OG_382,10,8,7,8,6,6,5,2,3,2,1,1
OG_383,6,8,2,7,1,1,1,1,1,3,1,1
OG_384,13,9,4,5,6,2,2,2,3,4,5,3
OG_385,8,15,7,3,3,1,1,2,3,2,1,2
OG_392,9,16,5,6,6,4,2,1,3,3,2,2
OG_394,11,8,4,2,2,2,1,2,2,1,1,1
OG_396,26,34,7,10,2,6,5,4,7,1,2,2
OG_397,6,6,7,2,1,1,2,5,2,1,1,1
OG_398,12,14,2,4,6,2,2,1,1,2,3,2
OG_402,11,12,4,2,1,2,2,1,2,1,1,1
OG_403,7,5,4,3,2,2,1,3,3,2,3,3
OG_404,22,19,10,2,3,5,5,3,3,2,2,1
OG_406,23,30,9,8,5,8,8,4,4,1,2,1
OG_407,11,11,2,2,3,2,1,2,2,1,1,3
OG_408,22,17,8,2,6,4,4,5,5,1,2,2
OG_411,15,13,8,1,4,3,5,4,5,5,2,2
OG_413,10,18,3,2,2,2,6,4,1,1,1,1
OG_414,10,3,2,2,1,2,2,1,2,1,1,1
OG_417,13,9,2,2,3,4,1,4,3,1,2,1
OG_420,16,11,6,2,3,6,5,2,3,1,1,2
OG_422,17,33,7,4,8,3,3,2,1,1,1,3
OG_423,63,40,23,24,10,12,11,11,13,6,5,6
OG_424,18,14,7,3,1,2,1,4,3,1,2,2
OG_426,12,18,8,8,5,6,5,6,1,20,1,1
OG_427,33,20,22,7,8,10,3,8,11,3,7,7
OG_429,35,31,21,4,2,16,8,5,7,2,2,1
OG_430,18,15,7,3,4,4,3,4,3,1,2,4
OG_431,39,47,14,2,8,9,1,8,7,2,4,8
OG_432,12,10,4,4,7,2,2,1,2,1,1,3
OG_433,12,10,5,3,7,2,2,1,2,1,5,1
OG_435,11,11,7,2,2,3,2,4,4,1,1,7
OG_436,12,6,4,2,2,2,2,2,2,1,1,1
OG_437,16,11,1,3,4,4,2,3,1,2,2,1
OG_443,6,8,2,1,2,1,1,3,1,1,1,1
OG_445,11,21,4,1,2,2,1,2,2,2,1,1
OG_447,6,12,2,2,4,2,2,2,1,1,2,1
OG_451,26,20,18,9,3,17,11,4,8,5,6,1
OG_454,18,9,7,2,1,3,2,2,3,2,2,1
OG_455,11,8,7,1,5,2,2,2,4,2,1,1
OG_456,18,11,5,1,4,5,1,3,5,2,2,1
OG_457,8,11,5,2,4,4,1,1,3,1,2,1
OG_462,5,7,1,1,1,1,1,1,1,1,2,1
OG_463,20,19,8,2,5,4,3,5,4,1,2,2
OG_464,10,12,4,3,1,2,2,2,2,1,1,1
OG_465,10,6,4,12,3,2,2,1,2,2,1,1
OG_466,19,14,8,2,5,5,2,3,4,2,2,1
OG_467,17,11,7,4,2,4,1,3,3,1,2,1
OG_470,23,21,8,4,2,4,4,2,5,1,1,1
OG_472,11,4,7,2,1,2,2,5,2,3,1,6
OG_474,10,9,9,11,2,2,3,1,1,1,1,1
OG_475,18,16,7,2,1,2,2,4,2,1,2,1
OG_476,25,17,9,6,4,4,4,5,4,2,4,1
OG_479,11,8,9,4,1,2,2,2,3,1,1,1
OG_484,10,4,2,2,4,2,1,1,3,1,1,1
OG_486,14,16,7,14,8,3,5,5,5,2,2,1
OG_494,40,38,25,10,12,11,5,10,13,2,4,1
OG_500,10,11,6,3,2,1,1,1,2,2,1,1
OG_502,9,5,4,7,2,3,6,1,1,1,6,1
OG_505,10,6,4,1,2,4,4,1,2,1,1,1
OG_510,10,11,4,5,1,4,4,1,2,2,1,1
OG_514,14,11,4,3,1,2,2,3,2,1,1,1
OG_515,11,9,4,1,2,2,5,2,1,1,2,1
OG_516,17,20,10,5,1,6,5,5,4,3,2,5
OG_517,29,23,4,5,2,5,3,2,2,1,3,2
OG_518,26,16,11,1,4,5,6,6,5,2,3,2
OG_519,53,149,68,325,6,215,269,351,35,419,74,2
OG_522,7,5,2,4,2,1,2,1,1,1,1,1
OG_523,14,18,5,4,3,4,2,3,3,2,1,2
OG_525,11,12,7,5,1,2,2,2,2,2,6,2
OG_526,22,20,9,2,4,5,3,6,4,2,1,1
OG_528,11,9,6,2,1,3,2,2,4,1,1,1
OG_529,18,14,7,2,5,4,3,2,2,1,2,1
OG_531,10,4,4,2,1,3,1,2,1,1,1,2
OG_532,11,13,4,4,5,1,2,2,2,1,1,1
OG_534,22,15,9,2,3,4,4,5,4,2,2,1
OG_535,11,15,4,14,1,2,2,2,2,1,4,1
OG_538,9,8,6,13,1,2,2,1,3,1,2,1
OG_540,16,25,8,3,6,5,4,2,3,1,1,1
OG_541,32,17,21,8,1,10,5,5,9,2,2,1
OG_543,17,42,8,17,15,8,5,6,3,1,2,1
OG_544,17,17,10,4,1,6,8,5,5,2,1,1
OG_545,18,13,8,3,1,4,3,3,3,1,1,2
OG_550,13,6,6,2,2,3,2,1,1,1,1,1
OG_551,34,22,12,11,6,6,3,6,7,19,11,5
OG_556,15,11,4,2,7,4,4,3,2,1,2,3
OG_558,11,16,4,7,3,2,2,2,2,2,1,1
OG_559,11,8,5,7,1,2,2,1,3,1,1,2
OG_561,22,20,9,3,2,5,5,4,4,4,3,1
OG_564,21,18,8,8,4,12,4,6,4,7,1,1
OG_565,12,10,6,4,4,4,4,1,2,1,1,1
OG_567,13,15,5,5,5,3,3,2,3,2,1,3
OG_573,11,17,3,6,4,2,1,7,4,1,2,1
OG_575,11,7,4,1,2,2,2,2,2,1,2,1
OG_576,37,36,12,2,5,7,8,7,6,6,4,8
OG_577,19,17,6,2,3,4,3,3,4,2,1,1
OG_578,9,10,13,2,3,3,3,1,4,1,2,1
OG_580,8,8,6,2,3,2,1,3,3,1,1,1
OG_581,20,31,13,4,7,6,4,4,9,1,2,1
OG_582,14,32,7,2,2,9,3,3,4,1,5,1
OG_584,5,9,2,2,1,1,1,1,1,2,1,1
OG_588,65,38,35,9,1,14,13,20,17,14,12,1
OG_589,10,6,10,4,5,2,2,1,2,1,1,1
OG_590,22,14,7,2,1,3,3,3,3,1,1,2
OG_598,20,20,8,4,3,4,5,6,4,1,3,3
OG_599,16,8,11,2,1,4,7,4,3,1,4,1
OG_601,23,18,11,2,1,5,5,4,5,2,2,27
OG_603,23,25,8,2,3,4,4,6,4,1,2,1
OG_605,24,24,9,1,1,3,5,6,5,1,2,2
OG_606,8,13,3,4,1,3,2,3,2,1,1,1
OG_608,12,8,5,3,6,2,2,4,4,2,3,5
OG_609,17,23,7,2,2,3,6,4,3,1,1,1
OG_612,6,8,2,2,2,1,1,1,1,1,1,2
OG_613,23,18,15,2,3,4,4,4,4,2,2,2
OG_617,10,12,4,2,1,2,1,1,4,1,1,1
OG_621,6,13,3,3,4,2,1,1,2,1,1,1
OG_623,12,13,4,10,1,2,2,2,2,1,1,1
OG_631,34,27,5,4,9,9,5,6,6,2,2,1
OG_634,6,3,3,4,3,1,1,2,1,2,1,1
OG_635,24,16,8,2,2,4,4,4,5,2,3,2
OG_636,13,10,15,3,3,4,2,1,5,1,2,1
OG_638,62,39,12,8,14,9,9,10,11,5,8,1
OG_642,20,21,8,7,11,4,3,3,5,1,2,2
OG_645,34,22,4,4,5,5,10,5,2,1,2,1
OG_646,26,35,10,2,4,9,5,4,6,3,4,1
OG_647,20,17,6,2,2,3,3,3,3,1,2,1
OG_650,6,6,2,1,3,1,3,1,1,1,1,1
OG_651,45,30,22,9,7,11,10,13,10,2,5,24
OG_653,15,17,9,2,1,3,4,3,4,3,2,1
OG_654,77,70,28,12,12,14,15,17,15,5,7,7
OG_655,27,12,8,11,9,8,3,4,5,4,4,3
OG_656,10,8,4,2,1,2,2,2,2,1,1,1
OG_659,15,13,7,5,2,6,2,3,2,1,1,1
OG_660,13,10,4,2,8,2,2,2,2,2,1,2
OG_667,22,16,11,6,1,5,5,4,4,2,2,3
OG_670,10,13,3,4,2,4,2,3,4,2,1,1
OG_680,60,39,19,11,17,11,11,11,11,7,9,7
OG_682,13,27,4,4,1,2,2,1,2,1,4,1
OG_684,17,15,7,2,3,3,3,3,3,2,1,3
OG_685,18,7,11,2,3,4,5,5,7,1,1,1
OG_686,15,15,6,1,2,5,2,2,4,1,1,1
OG_687,19,16,8,2,4,4,4,3,4,2,2,3
OG_688,9,14,5,5,2,2,2,1,2,1,1,1
OG_689,15,9,14,3,3,5,4,2,5,1,1,1
OG_691,13,11,5,3,1,4,3,3,3,1,1,1
OG_693,20,13,8,2,4,7,5,4,5,1,2,4
OG_696,9,13,4,4,3,1,1,2,2,1,1,1
OG_697,16,16,6,4,1,3,7,3,3,2,1,1
OG_699,11,10,4,2,4,2,2,3,3,2,1,2
OG_705,72,62,37,98,21,19,6,18,21,43,41,21
OG_706,17,35,8,1,3,4,4,4,5,1,2,2
OG_707,11,18,4,6,5,4,2,3,2,1,1,10
OG_714,16,17,6,1,2,3,3,3,3,4,2,9
OG_715,12,21,4,1,1,2,2,4,2,1,1,2
OG_716,6,7,2,8,19,1,1,1,1,2,2,1
OG_719,33,42,12,10,5,8,4,6,6,2,5,2
OG_722,12,9,4,1,1,3,4,2,2,3,2,1
OG_723,24,35,8,5,10,5,6,5,3,6,3,2
OG_728,11,17,4,5,2,5,7,3,3,1,6,2
OG_729,18,25,5,1,1,4,3,3,3,3,3,3
OG_736,11,15,4,2,1,3,2,2,2,1,2,1
OG_738,17,18,5,8,3,3,3,3,3,2,3,1
OG_742,10,25,2,4,3,3,2,2,5,3,3,3
OG_743,14,5,7,1,4,1,4,1,3,1,1,1
OG_744,12,3,3,2,1,3,4,2,3,1,2,1
OG_745,4,5,2,1,1,1,3,2,1,2,1,1
OG_747,11,8,4,2,3,2,3,2,2,1,1,1
OG_748,14,18,7,1,1,4,2,3,3,1,4,1
OG_749,8,7,5,3,3,6,1,4,2,1,1,1
OG_750,8,4,4,2,1,2,1,2,2,1,5,2
OG_751,9,6,5,4,2,2,4,2,4,2,1,1
OG_753,12,10,4,2,2,2,2,2,2,1,1,3
OG_757,12,6,9,3,2,3,4,2,1,1,1,1
OG_758,30,26,9,5,4,5,3,7,5,2,3,1
OG_761,8,7,5,4,2,1,2,2,2,3,2,1
OG_762,11,10,3,3,3,3,2,2,2,2,1,1
OG_764,12,11,5,2,2,2,2,1,2,2,1,1
OG_765,19,13,4,10,4,2,4,6,1,1,2,1
OG_768,11,5,2,2,1,1,1,2,1,1,1,2
OG_771,12,17,5,2,3,2,2,2,2,1,1,1
OG_775,11,9,2,3,3,2,2,1,2,2,1,1
OG_776,6,4,2,5,1,1,4,1,1,1,2,1
OG_778,18,23,14,1,2,5,4,4,4,1,2,1
OG_780,6,11,5,7,2,2,1,1,2,1,1,2
OG_782,5,21,3,1,1,2,2,2,1,1,1,2
OG_785,9,8,4,4,2,2,2,2,2,2,2,1
OG_786,10,7,4,2,2,2,2,3,2,1,1,1
OG_790,12,5,4,2,2,2,3,2,2,1,1,2
OG_792,13,9,8,3,3,3,4,1,3,1,1,1
OG_793,31,36,14,7,8,7,11,8,5,1,2,2
OG_794,24,15,8,7,2,3,18,5,8,1,2,2
OG_796,14,8,16,7,2,6,2,6,6,3,1,2
OG_799,9,9,6,1,3,3,4,2,3,1,1,2
OG_800,24,32,10,3,3,5,4,5,5,1,2,3
OG_804,7,39,12,2,1,5,5,6,4,3,2,1
OG_806,12,9,6,7,1,2,2,1,2,1,1,1
OG_813,1,6,2,4,3,1,1,1,1,1,1,1
OG_817,31,46,18,32,14,9,6,6,5,4,2,3
OG_818,12,4,11,7,4,3,2,3,2,1,2,2
OG_820,10,9,3,3,3,2,2,1,1,1,1,1
OG_821,17,17,4,6,2,3,2,3,2,5,1,1
OG_824,19,9,5,7,1,2,2,4,2,2,2,1
OG_825,18,17,9,6,3,5,3,5,3,2,2,2
OG_827,6,6,2,5,1,1,1,1,1,1,2,3
OG_828,23,25,8,14,2,4,4,5,3,5,1,1
OG_831,20,15,6,4,4,2,3,2,2,1,1,3
OG_833,10,12,5,2,2,2,2,2,2,1,1,1
OG_835,22,26,7,5,3,5,4,5,3,2,2,2
OG_836,12,11,4,4,1,2,2,3,2,1,1,1
OG_839,11,10,6,4,2,2,3,3,1,2,2,1
OG_841,9,8,2,7,1,1,1,1,1,3,1,1
OG_845,16,14,4,3,4,3,4,2,2,2,3,1
OG_847,23,22,8,26,2,4,3,4,4,7,2,2
OG_848,14,12,3,3,7,2,4,2,3,1,1,1
OG_855,15,11,6,2,6,3,6,2,3,1,2,1
OG_859,10,5,8,2,1,2,3,2,2,1,1,5
OG_860,12,8,3,5,1,2,4,2,2,1,1,1
OG_863,16,7,4,1,1,3,2,2,2,2,1,1
OG_866,16,17,6,2,7,3,4,4,3,1,1,1
OG_873,9,9,4,1,4,2,3,1,2,1,4,1
OG_876,32,28,18,6,7,7,8,7,7,2,3,5
OG_878,6,11,2,2,4,1,1,2,2,1,2,1
OG_879,19,20,10,2,2,3,4,4,5,3,1,1
OG_881,11,17,3,2,4,1,2,1,3,1,1,1
OG_884,9,14,6,9,3,3,2,2,3,1,2,1
OG_886,21,30,13,9,1,5,6,6,5,2,1,2
OG_887,23,21,10,4,1,6,4,5,6,2,2,10
OG_888,14,21,7,5,2,4,2,3,4,7,2,2
OG_890,14,12,6,3,1,3,1,3,3,1,2,5
OG_891,10,15,3,1,2,5,3,2,1,2,3,2
OG_893,6,3,2,1,2,1,1,1,1,3,2,1
OG_898,29,22,10,13,7,5,6,4,5,6,1,4
OG_902,9,10,8,5,2,4,4,4,5,2,1,1
OG_904,9,15,19,2,1,2,2,4,1,3,1,1
OG_906,6,11,2,8,1,1,3,2,1,1,1,1
OG_907,34,22,12,4,7,5,4,6,6,4,3,2
OG_911,14,22,13,8,8,4,4,4,3,4,3,6
OG_912,7,19,4,4,4,4,5,2,1,4,1,1
OG_919,10,12,2,2,1,4,5,2,3,2,2,1
OG_921,24,40,10,4,5,5,4,4,5,2,5,1
OG_925,9,6,4,3,3,3,3,2,2,1,1,1
OG_927,61,52,18,7,3,12,11,11,9,2,5,2
OG_929,8,8,2,2,1,2,1,1,2,1,2,2
OG_930,6,12,2,2,2,1,2,2,2,1,1,1
OG_931,12,11,3,2,1,2,1,3,2,1,1,2
OG_932,5,5,3,2,7,3,1,1,2,1,2,4
OG_934,29,26,10,4,10,5,5,6,5,5,3,2
OG_941,19,16,14,9,4,7,5,5,3,4,3,1
OG_949,11,6,2,2,1,5,2,2,1,2,1,1
OG_950,17,18,6,4,5,3,3,5,3,2,2,2
OG_952,22,30,14,3,6,4,6,4,8,2,3,1
OG_955,23,22,12,1,3,4,6,4,4,1,2,3
OG_957,80,53,28,31,29,20,14,12,24,25,48,19
OG_958,12,20,3,3,8,2,1,4,1,5,3,3
OG_963,11,8,4,3,1,2,2,2,2,1,2,1
OG_965,22,12,8,5,2,6,3,3,4,1,2,1
OG_967,51,38,36,4,1,19,18,21,8,2,3,3
OG_968,5,13,2,3,1,1,2,1,1,2,1,1
OG_969,26,23,12,4,2,4,4,6,5,2,2,2
OG_974,13,11,4,2,3,2,6,2,2,1,3,2
OG_975,16,15,5,3,2,3,3,4,2,2,3,2
OG_976,23,20,8,2,2,4,5,4,4,2,2,2
OG_978,12,8,4,2,1,2,2,2,3,1,1,1
OG_979,23,25,19,19,10,9,8,7,16,5,1,1
OG_982,10,13,20,2,3,2,3,3,3,2,2,1
OG_983,12,4,4,4,1,2,1,2,2,1,1,1
OG_986,5,13,2,2,5,1,1,1,1,1,1,1
OG_992,11,12,4,12,2,2,2,5,3,2,2,2
OG_993,11,4,4,4,1,2,2,2,2,1,1,2
OG_994,10,12,27,7,2,5,5,6,12,3,3,1
OG_996,11,16,7,3,5,2,2,3,2,5,1,1
OG_997,9,9,3,8,3,5,1,2,2,1,1,1
OG_998,14,19,4,2,6,3,3,2,1,1,1,1
OG_1000,21,15,8,4,3,5,2,5,4,1,2,6
OG_1001,92,78,39,26,15,16,15,17,21,6,14,5
OG_1003,13,25,7,4,7,3,4,3,3,3,1,1
OG_1005,4,6,5,22,5,2,2,4,3,3,2,1
OG_1007,32,28,12,6,5,7,6,6,6,1,2,2
OG_1009,22,18,6,6,2,5,4,9,5,1,2,3
OG_1010,24,28,7,6,3,2,5,1,3,1,2,1
OG_1012,20,27,8,10,5,4,5,2,2,2,1,2
OG_1016,27,34,7,4,6,5,4,7,2,2,2,1
OG_1017,15,13,6,2,2,3,1,2,3,2,2,3
OG_1018,19,31,19,10,4,5,4,4,11,2,2,1
OG_1020,29,21,7,3,3,5,4,4,5,2,3,1
OG_1027,9,8,3,1,1,1,2,2,2,1,1,1
OG_1031,24,18,7,4,6,4,4,6,4,2,2,3
OG_1032,28,6,13,1,4,5,3,4,10,2,1,1
OG_1036,20,20,7,8,2,5,3,4,4,1,2,5
OG_1037,16,12,5,3,2,5,1,4,3,2,2,1
OG_1038,13,8,5,5,2,5,3,2,4,1,1,1
OG_1040,5,6,2,3,6,1,2,1,1,1,1,1
OG_1044,17,23,6,5,3,3,4,3,3,1,2,2
OG_1046,11,5,3,8,6,5,1,2,2,1,1,3
OG_1047,10,7,2,5,1,1,2,3,1,2,1,1
OG_1049,13,10,4,2,1,3,2,2,2,1,2,1
OG_1052,12,10,4,3,1,2,2,2,2,2,2,2
OG_1056,12,9,4,5,1,2,2,2,2,1,1,1
OG_1060,10,11,4,2,2,2,1,2,2,1,1,3
OG_1061,18,14,7,2,1,5,3,5,4,1,3,1
OG_1064,29,26,9,2,7,5,5,5,5,2,2,1
OG_1065,11,15,5,2,10,2,2,3,2,1,2,2
OG_1066,11,12,4,2,1,2,2,3,3,1,1,1
OG_1067,51,44,23,9,14,8,10,10,2,7,6,3
OG_1069,26,7,6,9,2,5,8,3,1,1,1,1
OG_1071,14,6,6,3,1,3,2,2,3,1,1,1
OG_1072,31,29,7,5,1,5,5,3,4,2,2,1
